,row,prey_class,prey_desc,observed_on,url,prey_Y.N,latitude,longitude,notes,observer,min_weight,max_weight,avian_size_class
61813,2073,ave,small avian,1/13/2018,https://www.inaturalist.org/observations/68694645,y,40.39654,-105.087,,DJM,na,na,na
61814,2074,ave,small avian,8/21/2023,https://www.inaturalist.org/observations/179590384,y,39.30439,-77.3849,HOSP?,WJG,na,na,na
61815,2075,ave,small avian,5/9/2023,https://www.inaturalist.org/observations/160981183,y,35.67963,-78.6258,nest/fledgeling?,WJG,na,na,na
61816,2076,ave,small avian,3/20/2021,https://www.inaturalist.org/observations/72794591,y,34.05945,-84.6858,,WJG,na,na,na
61817,2077,ave,small avian,6/17/2019,https://www.inaturalist.org/observations/27583716,y,34.03302,-118.314,,WJG,na,na,na
61818,2078,ave,small avian,5/29/2016,https://www.inaturalist.org/observations/105385651,y,32.24559,-111.068,,WJG,na,na,na
61819,2079,ave,small avian,8/1/2021,https://www.inaturalist.org/observations/90110218,y,42.27423,-87.9398,HOSP sized,DJM,na,na,na
61820,2080,ave,small avian,8/4/2023,https://www.inaturalist.org/observations/176830147,y,41.71962,-71.2831,,WJG,na,na,na
61821,2081,ave,small avian,5/6/2020,https://www.inaturalist.org/observations/45112097,y,26.63149,-80.2731,Ask to be sure,WJG,na,na,na
61822,2082,ave,small avian,8/22/2020,https://www.inaturalist.org/observations/66195934,y,37.27735,-121.886,clearly visible bird foot in second photo,Kolton Zimmerman,na,na,na
61823,2083,ave,small avian,7/18/2020,https://www.inaturalist.org/observations/53554831,y,32.24228,-110.798,,DJM,na,na,na
61824,2084,ave,small avian,6/25/2020,https://www.inaturalist.org/observations/51038993,y,36.62274,-121.82,,DJM,na,na,na
61825,2085,ave,small avian,7/20/2020,https://www.inaturalist.org/observations/53725649,y,38.73483,-77.1297,,DJM,na,na,na
61826,2086,ave,small avian,6/20/2023,https://www.inaturalist.org/observations/168564641,y,35.60187,-81.0313,HOFI sized,DJM,na,na,na
61827,2087,ave,small avian,4/7/2023,https://www.inaturalist.org/observations/179622649,y,41.68736,-87.7457,,WJG,na,na,na
61828,2088,ave,small avian,6/21/2023,https://www.inaturalist.org/observations/168748612,y,37.21583,-119.969,probably nestling,DJM,na,na,na
61829,2089,ave,small avian,5/7/2015,https://www.inaturalist.org/observations/173279641,y,30.46688,-97.7754,fledgling,DJM,na,na,na
61830,2090,ave,small avian,3/13/2021,https://www.inaturalist.org/observations/71174987,y,40.00505,-105.11,,WJG,na,na,na
61831,2091,ave,small avian,4/25/2022,https://www.inaturalist.org/observations/112954500,y,44.59564,-123.306,WTSP sized?,DJM,na,na,na
61832,2092,ave,small avian,1/6/2021,https://www.inaturalist.org/observations/67797587,y,32.68596,-97.4204,,DJM,na,na,na
61833,2093,ave,small avian,9/7/2021,https://www.inaturalist.org/observations/94077852,y,47.30656,-122.509,"Notes say SAVS, but hard to confirm",WJG,na,na,na
61834,2094,ave,small avian,12/19/2020,https://www.inaturalist.org/observations/66791998,y,42.28087,-71.1851,,DJM,na,na,na
61835,2095,ave,small avian,5/26/2015,http://www.inaturalist.org/observations/1551212,y,37.55102,-122.088,,WJG,na,na,na
61836,2096,ave,small avian,4/18/2020,https://www.inaturalist.org/observations/54108971,y,34.01291,-117.122,starling-sized,DJM,na,na,na
61837,2097,ave,small avian,4/3/2021,https://www.inaturalist.org/observations/73695717,y,40.02491,-105.276,,WJG,na,na,na
61838,2098,ave,small avian,1/29/2023,https://www.inaturalist.org/observations/148196561,y,39.48274,-80.1464,HOSP sized,DJM,na,na,na
61839,2099,ave,small avian,2/9/2023,https://www.inaturalist.org/observations/148584280,y,40.34239,-104.953,WTSP in notes,DJM,na,na,na
61840,2100,ave,small avian,8/5/2023,https://www.inaturalist.org/observations/176829882,y,32.96878,-117.077,sparrow sp.,WJG,na,na,na
61841,2101,ave,SOSP,10/9/2022,https://www.inaturalist.org/observations/138271583,y,40.1546,-75.2273,,DJM,16.5,48,Small
61842,2102,ave,SOSP,3/29/2022,https://www.inaturalist.org/observations/109866711,y,36.43889,-115.36,,DJM,16.5,48,Small
61843,2103,ave,STJA,7/11/2021,https://www.inaturalist.org/observations/87664136,y,37.35164,-106.532,,DJM,104,139,Medium
61844,2104,ave,STJA,4/14/2008,https://www.inaturalist.org/observations/106002506,y,45.69744,-121.345,!!,WJG,104,139,Medium
61845,2105,mammalia,sylvilagus sp.,6/30/2021,https://www.inaturalist.org/observations/85077807,y,35.13187,-106.665,,DJM,400,2668,na
61846,2106,mammalia,sylvilagus sp.,3/23/2019,https://www.inaturalist.org/observations/21523377,y,32.24033,-110.935,,DJM,400,2668,na
61847,2107,mammalia,sylvilagus sp.,6/20/2021,https://www.inaturalist.org/observations/84384968,y,34.28568,-117.308,,DJM,400,2668,na
61848,2108,mammalia,sylvilagus sp.,4/6/2022,https://www.inaturalist.org/observations/110643814,y,34.04155,-117.81,,DJM,400,2668,na
61849,2109,mammalia,sylvilagus sp.,7/3/2017,https://www.inaturalist.org/observations/37811172,y,37.33821,-121.886,,DJM,400,2668,na
61850,2110,mammalia,sylvilagus sp.,8/2/2020,https://www.inaturalist.org/observations/55235305,y,39.61877,-104.763,,DJM,400,2668,na
61851,2111,mammalia,sylvilagus sp.,9/15/2022,https://www.inaturalist.org/observations/135165059,y,33.2399,-96.7268,,DJM,400,2668,na
61852,2112,mammalia,sylvilagus sp.,3/18/2021,https://www.inaturalist.org/observations/71506527,y,33.78136,-118.346,,WJG,400,2668,na
61853,2113,mammalia,sylvilagus sp.,9/26/2009,https://www.inaturalist.org/observations/21157527,y,35.64809,-106.338,,DJM,400,2668,na
61854,2114,mammalia,sylvilagus sp.,7/7/2021,https://www.inaturalist.org/observations/86408347,y,36.97936,-121.946,,DJM,400,2668,na
61855,2115,mammalia,sylvilagus sp.,4/1/2022,https://www.inaturalist.org/observations/146317600,y,37.41633,-122.166,,DJM,400,2668,na
61856,2116,mammalia,sylvilagus sp.,6/25/2022,https://www.inaturalist.org/observations/123746204,y,33.14122,-96.7953,,DJM,400,2668,na
61857,2117,mammalia,thirteen-lined ground squirrel,8/16/2022,https://www.inaturalist.org/observations/153561585,y,39.4234,-104.79,"Obsv. is for squirrel, but can't see obsv for COHA",WJG,110,140,na
61858,2118,mammalia,virginia opossum,1/4/2019,https://www.inaturalist.org/observations/19422816,y,41.54625,-70.5887,ID: DJM,WJG,1900,6000,na
61859,2119,ave,WCSP,2/23/2018,https://www.inaturalist.org/observations/9975109,y,32.27845,-111.021,,WJG,20,34,Small
61860,2120,ave,WCSP/WTSP/GCSP,4/20/2020,https://www.inaturalist.org/observations/105889298,y,38.9335,-121.181,"Seems awfully gray, but head patterning looks correct",WJG,20,35,Small
61861,2121,ave,WCSP/WTSP/GCSP,4/12/2023,https://www.inaturalist.org/observations/154580132,y,37.87543,-122.276,crowned head visible,WJG,20,35,Small
61862,2122,ave,WEME,11/11/2020,https://www.inaturalist.org/observations/64683630,y,37.44676,-122.104,,Jenna Waldeck,76,113,Medium
61863,2123,ave,WEME,10/5/2019,https://www.inaturalist.org/observations/34212565,y,32.75478,-117.247,Ask to be doubly sure (yes - DJM),WJG,76,113,Medium
61864,2124,ave,WEME,2/20/2023,https://www.inaturalist.org/observations/150632490,y,33.66215,-117.941,,WJG,76,113,Medium
61865,2125,ave,WEME,11/16/2020,https://www.inaturalist.org/observations/65030538,y,35.11042,-111.689,notes say meadowlark ,Jenna Waldeck,76,113,Medium
61866,2126,ave,WEME,12/12/2020,https://www.inaturalist.org/observations/66543370,y,37.45511,-122.119,,Kolton Zimmerman,76,113,Medium
61867,2127,ave,WEME,12/21/2017,https://www.inaturalist.org/observations/9234162,y,33.06836,-96.9648,,WJG,76,113,Medium
61868,2128,mammalia,western gray squirrel,4/9/2021,https://www.inaturalist.org/observations/73468047,y,33.83851,-117.757,"Maybe gray squirrel, but unsure if E. or W.",WJG,350,950,na
61869,2129,mammalia,western gray squirrel,7/21/2020,https://www.inaturalist.org/observations/68529385,y,33.70294,-118.005,,DJM,350,950,na
61870,2130,mammalia,western gray squirrel,5/26/2020,https://www.inaturalist.org/observations/47588940,y,37.41937,-122.174,Black stripe down side,WJG,350,950,na
61871,2131,mammalia,western gray squirrel,4/8/2022,https://www.inaturalist.org/observations/110773881,y,33.05289,-117.281,,DJM,350,950,na
