,row,prey_class,prey_desc,observed_on,url,prey_Y.N,latitude,longitude,notes,observer,min_weight,max_weight,avian_size_class
2072,345,ave,EUCD,7/3/2021,https://www.inaturalist.org/observations/85928619,y,30.44938,-91.1886,,DJM,125,175,Large
2073,346,ave,EUCD,2/15/2023,https://www.inaturalist.org/observations/148935798,y,38.48158,-122.664,,DJM,125,175,Large
2074,347,ave,EUCD,3/27/2017,https://www.inaturalist.org/observations/5481847,y,29.71849,-95.4022,,WJG,125,175,Large
2075,348,ave,EUCD,11/12/2020,https://www.inaturalist.org/observations/64759321,y,41.36214,-95.6428,,Jenna Waldeck,125,175,Large
2076,349,ave,EUCD,10/9/2020,https://www.inaturalist.org/observations/62160632,y,33.54291,-101.91,Dove. Shape of tail feathers makes me think WWDO (EUCD b/c WWDO has dark band on top of tail -DJM),WJG,125,175,Large
2077,350,ave,EUCD,9/4/2020,https://www.inaturalist.org/observations/58612853,y,34.17987,-118.098,,DJM,125,175,Large
2078,351,ave,EUCD,7/12/2021,https://www.inaturalist.org/observations/86730027,y,33.13872,-117.188,,DJM,125,175,Large
2079,352,ave,EUCD,12/25/2021,https://www.inaturalist.org/observations/103638589,y,30.43291,-87.1957,ID by DJM,Madeline,125,175,Large
2080,353,ave,EUCD,12/13/2021,https://www.inaturalist.org/observations/125097090,y,34.99915,-101.935,,DJM,125,175,Large
2081,354,ave,EUCD,9/10/2019,https://www.inaturalist.org/observations/32519550,y,40.42474,-104.691,large white tip on tail,DJM,125,175,Large
2082,355,ave,EUCD,10/15/2020,https://www.inaturalist.org/observations/62647179,y,37.75988,-122.425,McNeil added ID,Jenna Waldeck,125,175,Large
2083,356,ave,EUCD,12/21/2020,https://www.inaturalist.org/observations/67491470,y,29.88201,-95.6956,,DJM,125,175,Large
2084,357,ave,EUCD,9/5/2022,https://www.inaturalist.org/observations/133794080,y,25.70178,-80.5051,,DJM,125,175,Large
2085,358,ave,EUCD,11/8/2021,https://www.inaturalist.org/observations/100639022,y,44.64207,-124.049,,DJM,125,175,Large
2086,359,ave,EUCD,3/10/2010,https://www.inaturalist.org/observations/12015362,y,30.65734,-87.1487,,WJG,125,175,Large
2087,360,ave,EUCD,1/4/2023,https://www.inaturalist.org/observations/145848831,y,40.69882,-111.923,rectrices have white over tan with little to no scalloping,WJG,125,175,Large
2088,361,ave,EUCD,3/23/2022,https://www.inaturalist.org/observations/109289289,y,40.77578,-124.187,,DJM,125,175,Large
2089,362,ave,EUCD,10/25/2017,https://www.inaturalist.org/observations/8583535,y,33.97545,-118.428,,WJG,125,175,Large
2090,363,ave,EUCD,8/9/2021,https://www.inaturalist.org/observations/90555610,y,26.01289,-80.3624,"dark primaries, blue secondaries",DJM,125,175,Large
2091,364,ave,EUCD,1/3/2020,https://www.inaturalist.org/observations/79472798,y,38.91299,-104.808,,WJG,125,175,Large
2092,365,ave,EUCD,8/28/2020,https://www.inaturalist.org/observations/57842055,y,33.79887,-117.343,,DJM,125,175,Large
2093,366,ave,EUCD,11/21/2017,https://www.inaturalist.org/observations/9152260,y,34.40466,-119.741,,WJG,125,175,Large
2094,367,ave,EUCD,12/18/2020,https://www.inaturalist.org/observations/66893321,y,36.2658,-115.264,,DJM,125,175,Large
2095,368,ave,EUCD,2/1/2021,https://www.inaturalist.org/observations/68939467,y,34.17354,-118.371,ID: DJM,Jules,125,175,Large
2096,369,ave,EUCD,7/5/2022,https://www.inaturalist.org/observations/124958938,y,34.41913,-119.628,,DJM,125,175,Large
2097,370,ave,EUCD,4/30/2017,https://www.inaturalist.org/observations/6025267,y,30.58626,-103.897,,WJG,125,175,Large
2098,371,ave,EUCD,10/6/2021,https://www.inaturalist.org/observations/97410158,y,40.6464,-111.491,Definietely a dove. Notes say EUCD and I tend to agree.,WJG,125,175,Large
2099,372,ave,EUCD,10/14/2022,https://www.inaturalist.org/observations/138733413,y,25.85462,-80.1936,,WJG,125,175,Large
2100,373,ave,EUCD,6/13/2019,https://www.inaturalist.org/observations/27052397,y,25.62981,-80.3562,,WJG,125,175,Large
2101,374,ave,EUCD,4/28/2022,https://www.inaturalist.org/observations/113309062,y,34.41602,-119.858,Blurry; ID confirmed by DJ,Kolton Zimmerman,125,175,Large
2102,375,ave,EUCD,4/14/2021,https://www.inaturalist.org/observations/73961101,y,45.26716,-122.677,,WJG,125,175,Large
2103,376,ave,EUCD,3/23/2020,https://www.inaturalist.org/observations/40613214,y,37.71294,-121.069,,DJM,125,175,Large
2104,377,ave,EUCD,7/12/2020,https://www.inaturalist.org/observations/52813370,y,36.7629,-121.749,,DJM,125,175,Large
2105,378,ave,EUCD,9/5/2018,https://www.inaturalist.org/observations/118947439,y,25.73246,-80.2328,gray wing band,DJM,125,175,Large
2106,379,ave,EUCD,6/18/2023,https://www.inaturalist.org/observations/176723386,y,37.3782,-121.804,,WJG,125,175,Large
2107,380,ave,EUCD,4/16/2022,https://www.inaturalist.org/observations/111703360,y,38.47785,-105.23,gray wing band,DJM,125,175,Large
2108,381,ave,EUCD,4/17/2021,https://www.inaturalist.org/observations/74959289,y,40.30989,-112.009,,WJG,125,175,Large
2109,382,ave,EUCD,11/17/2021,https://www.inaturalist.org/observations/101435070,y,34.1935,-118.57,,DJM,125,175,Large
2110,383,ave,EUCD,5/24/2020,https://www.inaturalist.org/observations/47194569,y,33.60065,-117.273,,WJG,125,175,Large
2111,384,ave,EUCD,10/13/2019,https://www.inaturalist.org/observations/34334920,y,33.85006,-116.532,Squared off tail feathers,WJG,125,175,Large
2112,385,ave,EUCD,3/1/2021,https://www.inaturalist.org/observations/73092889,y,43.87029,-116.513,,WJG,125,175,Large
2113,386,ave,EUCD,10/18/2019,https://www.inaturalist.org/observations/34565981,y,35.06461,-106.516,"Definietely not WWDO. Maybe EUCD, but I think I see a tail fetaher that matches more closely with MODO",WJG,125,175,Large
2114,387,ave,EUCD,4/24/2023,https://www.inaturalist.org/observations/160811871,y,48.12023,-122.762,rectrices half white over tan,WJG,125,175,Large
2115,388,ave,EUCD,12/6/2020,https://www.inaturalist.org/observations/66214438,y,34.04155,-118.163,"unidentifiable mass/coloration could fit MODO, EUCD, or WWDO",Kolton Zimmerman/WJG,125,175,Large
2116,389,ave,EUCD,10/1/2019,https://www.inaturalist.org/observations/33782926,y,37.43314,-121.877,,DJM,125,175,Large
2117,390,ave,EUCD,10/15/2020,https://www.inaturalist.org/observations/62862832,y,33.75585,-118.021,notes say dove (ID: DJM),Jenna Waldeck,125,175,Large
2118,391,ave,EUCD,2/1/2019,https://www.inaturalist.org/observations/20017081,y,33.57885,-101.916,,April,125,175,Large
2119,392,ave,EUCD,9/9/2020,https://www.inaturalist.org/observations/59061907,y,32.73656,-117.253,,DJM,125,175,Large
2120,393,ave,EUCD,5/25/2021,https://www.inaturalist.org/observations/85501214,y,29.71761,-95.4168,cool pic,DJM,125,175,Large
2121,394,ave,EUCD,4/23/2022,https://www.inaturalist.org/observations/116477750,y,39.66895,-105.002,,DJM,125,175,Large
2122,395,ave,EUST,1/6/2015,https://www.inaturalist.org/observations/124969639,y,42.33704,-71.2092,,DJM,68,86,Medium
2123,396,ave,EUST,5/27/2021,https://www.inaturalist.org/observations/132434303,y,46.92329,-114.17,,DJM,68,86,Medium
2124,397,ave,EUST,12/20/2020,https://www.inaturalist.org/observations/66841484,y,41.90454,-73.9811,,DJM,68,86,Medium
2125,398,ave,EUST,3/15/2021,https://www.inaturalist.org/observations/71380504,y,38.77778,-77.1031,Prey bill hanging out of COHA's!,WJG,68,86,Medium
2126,399,ave,EUST,2/28/2013,http://www.inaturalist.org/observations/207053,y,42.73051,-84.5725,,WJG,68,86,Medium
2127,400,ave,EUST,4/7/2020,https://www.inaturalist.org/observations/41638160,y,33.86989,-98.5642,,DJM,68,86,Medium
2128,401,ave,EUST,12/22/2013,https://www.inaturalist.org/observations/5201637,y,29.38083,-95.6008,,WJG,68,86,Medium
2129,402,ave,EUST,7/12/2022,https://www.inaturalist.org/observations/126096014,y,41.78579,-87.5794,nice pic of juvenile,DJM,68,86,Medium
2130,403,ave,EUST,10/1/2022,https://www.inaturalist.org/observations/137207396,y,40.77477,-111.851,,DJM,68,86,Medium
2131,404,ave,EUST,6/10/2020,https://www.inaturalist.org/observations/90079697,y,32.74779,-97.3517,,DJM,68,86,Medium
2132,405,ave,EUST,2/17/2022,https://www.inaturalist.org/observations/107388854,y,42.28197,-85.1297,,WJG,68,86,Medium
2133,406,ave,EUST,9/25/2018,https://www.inaturalist.org/observations/91590906,y,39.5614,-74.3415,,DJM,68,86,Medium
2134,407,ave,EUST,3/8/2021,https://www.inaturalist.org/observations/70861476,y,43.87571,-116.468,,WJG,68,86,Medium
2135,408,ave,EUST,11/19/2021,https://www.inaturalist.org/observations/101501754,y,37.38802,-122.083,cool pics,DJM,68,86,Medium
2136,409,ave,EUST,12/25/2020,https://www.inaturalist.org/observations/104742392,y,42.35244,-71.2164,ID by DJM,Madeline,68,86,Medium
2137,410,ave,EUST,5/7/2020,https://www.inaturalist.org/observations/45177848,y,41.7262,-81.3388,,WJG,68,86,Medium
2138,411,ave,EUST,2/17/2021,https://www.inaturalist.org/observations/69887376,y,35.11938,-89.9519,,WJG,68,86,Medium
2139,412,ave,EUST,12/18/2022,https://www.inaturalist.org/observations/144664535,y,40.86434,-79.9452,brutal!,WJG,68,86,Medium
2140,413,ave,EUST,2/15/2021,https://www.inaturalist.org/observations/69628381,y,42.47526,-83.1033,need ID,Jules,68,86,Medium
2141,414,ave,EUST,6/14/2018,https://www.inaturalist.org/observations/13590403,y,30.58158,-98.2365,dead,WJG,68,86,Medium
2142,415,ave,EUST,2/22/2021,https://www.inaturalist.org/observations/77795973,y,38.8911,-94.7096,Cool pics,WJG,68,86,Medium
2143,416,ave,EUST,7/8/2019,https://www.inaturalist.org/observations/28524814,y,35.41769,-97.4407,juvenile (DJM),WJG,68,86,Medium
2144,417,ave,EUST,3/29/2018,https://www.inaturalist.org/observations/29286685,y,33.92221,-118.372,"Notes say rodent, but looks like a starling to me",WJG,68,86,Medium
2145,418,ave,EUST,2/9/2015,http://www.inaturalist.org/observations/1226253,y,40.90182,-81.7536,,WJG,68,86,Medium
2146,419,ave,EUST,3/3/2023,https://www.inaturalist.org/observations/150157747,y,40.65161,-111.947,ID by DJM,WJG,68,86,Medium
2147,420,ave,EUST,4/28/2020,https://www.inaturalist.org/observations/44175404,y,39.90779,-75.3879,"Blurry, but looks like a black bird with yellow bill",WJG,68,86,Medium
2148,421,ave,EUST,1/26/2020,https://www.inaturalist.org/observations/38182154,y,42.36193,-71.1392,,DJM,68,86,Medium
2149,422,ave,EUST,1/19/2020,https://www.inaturalist.org/observations/37800566,y,39.76435,-84.2473,,DJM,68,86,Medium
2150,423,ave,EUST,1/24/2022,https://www.inaturalist.org/observations/105515584,y,35.8606,-78.5886,"Feet look a bit ROPI, but too small",WJG,68,86,Medium
2151,424,ave,EUST,4/18/2021,https://www.inaturalist.org/observations/74380184,y,35.20728,-97.4262,,WJG,68,86,Medium
2152,425,ave,EUST,4/21/2022,https://www.inaturalist.org/observations/112313841,y,33.82698,-118.343,juvenile,DJM,68,86,Medium
2153,426,ave,EUST,4/21/2023,https://www.inaturalist.org/observations/155967287,y,39.94704,-83.024,,WJG,68,86,Medium
2154,427,ave,EUST,4/20/2023,https://www.inaturalist.org/observations/155802629,y,42.51615,-83.0315,,WJG,68,86,Medium
2155,428,ave,EUST,2/9/2015,https://www.inaturalist.org/observations/6414495,y,40.90228,-81.734,,WJG,68,86,Medium
2156,429,ave,EUST,2/6/2022,https://www.inaturalist.org/observations/110791598,y,41.54877,-81.3782,,DJM,68,86,Medium
2157,430,ave,EUST,6/17/2022,https://www.inaturalist.org/observations/122402451,y,43.7135,-73.3519,decent pic,DJM,68,86,Medium
2158,431,ave,EUST,4/20/2016,https://www.inaturalist.org/observations/95845248,y,42.9257,-85.4027,,WJG,68,86,Medium
2159,432,ave,EUST,10/31/2019,https://www.inaturalist.org/observations/35291406,y,29.42656,-98.4898,juvenile (DJM),WJG,68,86,Medium
2160,433,ave,EUST,4/26/2022,https://www.inaturalist.org/observations/119166491,y,40.1228,-88.2083,,DJM,68,86,Medium
2161,434,ave,EUST,4/30/2023,https://www.inaturalist.org/observations/160632073,y,46.25504,-114.164,cool,WJG,68,86,Medium
2162,435,ave,EUST,4/14/2015,https://www.inaturalist.org/observations/14250022,y,42.72226,-84.4275,,WJG,68,86,Medium
2163,436,ave,EUST,3/22/2020,https://www.inaturalist.org/observations/40674269,y,35.19869,-89.7605,,DJM,68,86,Medium
2164,437,ave,EUST,5/18/2018,https://www.inaturalist.org/observations/14833180,y,39.52736,-105.08,,WJG,68,86,Medium
2165,438,ave,EUST,5/1/2023,https://www.inaturalist.org/observations/173623134,y,43.60842,-116.204,,DJM,68,86,Medium
2166,439,ave,EUST,2/9/2021,https://www.inaturalist.org/observations/160827298,y,39.61122,-75.7953,,WJG,68,86,Medium
2167,440,ave,EUST,7/19/2018,https://www.inaturalist.org/observations/14530996,y,33.86118,-118.36,,WJG,68,86,Medium
2168,441,ave,EUST,10/15/2016,http://www.inaturalist.org/observations/4365080,y,29.57719,-98.4404,Last picture shows spots indicative of EUST,WJG,68,86,Medium
2169,442,ave,EUST,1/6/2021,https://www.inaturalist.org/observations/104471705,y,41.1454,-81.4422,,Madeline,68,86,Medium
2170,443,ave,EUST,11/1/2021,https://www.inaturalist.org/observations/100073375,y,29.5856,-98.6246,,DJM,68,86,Medium
2171,444,ave,EUST,2/3/2021,https://www.inaturalist.org/observations/69086682,y,41.99533,-87.718,ID: DJM,Jules,68,86,Medium
2172,445,ave,EUST,4/20/2022,https://www.inaturalist.org/observations/112170138,y,40.30702,-79.3828,,DJM,68,86,Medium
2173,446,ave,EUST,6/26/2018,https://www.inaturalist.org/observations/13823743,y,34.42484,-119.88,Come back later,WJG,68,86,Medium
2174,447,ave,EUST,12/24/2021,https://www.inaturalist.org/observations/103600161,y,40.35095,-74.6536,ID by DJM,Madeline,68,86,Medium
2175,448,ave,EUST,1/18/2023,https://www.inaturalist.org/observations/147267377,y,40.7419,-73.1314,spotted feathers present,DJM,68,86,Medium
2176,449,ave,EUST,1/18/2021,https://www.inaturalist.org/observations/68336418,y,39.00936,-77.007,cool photo - very nice detail,DJM,68,86,Medium
2177,450,ave,EUST,2/12/2022,https://www.inaturalist.org/observations/106802768,y,39.62009,-84.1678,,WJG,68,86,Medium
2178,451,ave,EUST,10/18/2017,https://www.inaturalist.org/observations/10365961,y,37.43417,-77.6679,,WJG,68,86,Medium
2179,452,ave,EUST,3/18/2021,https://www.inaturalist.org/observations/71534989,y,38.7835,-77.0707,,WJG,68,86,Medium
2180,453,ave,EUST,3/27/2020,https://www.inaturalist.org/observations/40843343,y,40.51313,-74.6944,,DJM,68,86,Medium
2181,454,ave,EUST,1/5/2020,https://www.inaturalist.org/observations/37519535,y,40.87466,-81.4324,,WJG,68,86,Medium
2182,455,ave,EUST,4/22/2023,https://www.inaturalist.org/observations/156143255,y,42.0089,-88.1136,,WJG,68,86,Medium
2183,456,ave,EVGR,10/9/2019,https://www.inaturalist.org/observations/34149582,y,44.17779,-121.032,EVGR,WJG,45,75,Medium
2184,457,sauria,fence lizard sp.,6/24/2021,https://www.inaturalist.org/observations/84394886,y,38.72592,-121.088,,DJM,0.5,18,na
2185,458,mammalia,feral cat,4/15/2022,https://www.inaturalist.org/observations/111580115,y,39.75945,-104.861,,DJM,4100,5400,na
2186,459,ave,FRGU,5/2/2023,https://www.inaturalist.org/observations/159579459,y,32.66343,-97.452,cool!!,WJG,250,325,Large
2187,460,ave,GAQU,1/1/2019,https://www.inaturalist.org/observations/19357865,y,39.49305,-119.865,,WJG,160,200,Large
2188,461,ave,GAQU,10/25/2022,https://www.inaturalist.org/observations/140104175,y,32.21546,-110.774,ID by DJM,WJG,160,200,Large
2189,462,ave,GAQU,1/1/2021,https://www.inaturalist.org/observations/67487160,y,39.05872,-108.598,,DJM,160,200,Large
2190,463,ave,GCKI,12/23/2016,https://www.inaturalist.org/observations/4848207,y,40.07326,-75.2091,,WJG,5.3,7.3,Small
2191,464,ave,GIWO,7/22/2022,https://www.inaturalist.org/observations/127443393,y,32.44558,-110.983,,DJM,54,78,Medium
2192,465,ave,GIWO,8/18/2019,https://www.inaturalist.org/observations/36247304,y,33.93308,-112.695,,WJG,54,78,Medium
2193,466,ave,GIWO/LBWO,11/15/2020,https://www.inaturalist.org/observations/66006257,y,32.27918,-110.726,"No brown visible, so may lean closer to LBWO. Ask.",WJG,25,78,Medium
2194,467,ave,GRCA,6/23/2022,https://www.inaturalist.org/observations/123145901,y,41.9701,-87.6645,Banded,DJM,31,55,Medium
2195,468,ave,GRHE,11/10/2016,https://www.inaturalist.org/observations/94931671,y,26.64474,-81.6906,Large bird with white tips on primaries,WJG,219,241,Large
2196,469,mammalia,ground squirrel sp.,2/17/2023,https://www.inaturalist.org/observations/149008594,y,34.12392,-116.319,,DJM,280,738,na
2197,470,ave,GRRO,12/2/2020,https://www.inaturalist.org/observations/66007083,y,29.69152,-98.9191,,WJG,250,460,Large
2198,471,ave,GRRO,8/21/2021,https://www.inaturalist.org/observations/106982347,y,35.13444,-106.475,,WJG,250,460,Large
2199,472,ave,GRRO,12/28/2022,https://www.inaturalist.org/observations/145284507,y,33.7636,-116.299,,WJG,250,460,Large
2200,473,ave,GTGR,12/5/2020,https://www.inaturalist.org/observations/66162637,y,30.16741,-97.7947,,WJG,85,225,Large
2201,474,ave,GTGR,4/9/2023,https://www.inaturalist.org/observations/154177725,y,30.01655,-97.8848,,WJG,85,225,Large
2202,475,ave,GTGR,11/6/2016,http://www.inaturalist.org/observations/4617578,y,31.07073,-97.3693,"Melanistic COHA, really cool",WJG,85,225,Large
2203,476,ave,GTGR,1/17/2023,https://www.inaturalist.org/observations/146773250,y,29.7857,-95.4931,,DJM,85,225,Large
2204,477,ave,GTGR,4/16/2021,https://www.inaturalist.org/observations/74207079,y,34.22194,-118.631,,WJG,85,225,Large
2205,478,ave,GTGR,10/9/2022,https://www.inaturalist.org/observations/138111907,y,32.76499,-97.4805,female type,DJM,85,225,Large
2206,479,ave,GTGR,3/5/2020,https://www.inaturalist.org/observations/39592284,y,29.2684,-94.8331,,DJM,85,225,Large
2207,480,ave,GTGR,2/26/2014,http://www.inaturalist.org/observations/544996,y,26.25178,-98.2814,,WJG,85,225,Large
2208,481,ave,GTGR,2/8/2021,https://www.inaturalist.org/observations/69304399,y,26.17738,-97.7466,ID by DJM,Jules,85,225,Large
2209,482,ave,GTGR,2/27/2022,https://www.inaturalist.org/observations/107555046,y,32.7234,-96.845,,WJG,85,225,Large
2210,483,ave,GTGR,4/20/2023,https://www.inaturalist.org/observations/156050274,y,38.89969,-92.2001,Female GTGR. Large brown bird with large black decurved bill and no evidence of white or tan breast feathers like on BRTH.,WJG,85,225,Large
2211,484,ave,GTGR/COGR,1/8/2023,https://www.inaturalist.org/observations/146127843,y,29.46477,-98.4722,,DJM,84,225,Large
2212,485,ave,GWTE,2/24/2023,https://www.inaturalist.org/observations/149608811,y,36.43879,-115.359,Cool pics!,WJG,200,450,Large
2213,486,mammalia,harris' antelope squirrel,12/31/2017,https://www.inaturalist.org/observations/144860522,y,31.85169,-110.971,white line along side. Cool,WJG,122,126,na
2214,487,ave,HOFI,1/9/2019,https://www.inaturalist.org/observations/19540072,y,37.74821,-122.406,,WJG,17.2,26.8,Small
2215,488,ave,HOFI,2/27/2022,https://www.inaturalist.org/observations/107580769,y,36.6506,-119.418,,WJG,17.2,26.8,Small
2216,489,ave,HOFI,6/15/2023,https://www.inaturalist.org/observations/167824120,y,33.0249,-117.395,nice pic,DJM,17.2,26.8,Small
2217,490,ave,HOFI,5/18/2020,https://www.inaturalist.org/observations/46570186,y,33.64889,-117.936,,WJG,17.2,26.8,Small
2218,491,ave,HOFI,1/21/2021,https://www.inaturalist.org/observations/68441415,y,33.86581,-118.294,"short, round bill",DJM,17.2,26.8,Small
2219,492,ave,HOFI,6/18/2023,https://www.inaturalist.org/observations/168984707,y,40.39841,-104.697,,DJM,17.2,26.8,Small
2220,493,ave,HOFI,8/5/2021,https://www.inaturalist.org/observations/90109153,y,39.71987,-105.153,,DJM,17.2,26.8,Small
2221,494,ave,HOFI,6/12/2023,https://www.inaturalist.org/observations/170485333,y,37.33196,-121.957,,DJM,17.2,26.8,Small
2222,495,ave,HOFI,5/27/2021,https://www.inaturalist.org/observations/80515960,y,33.13579,-117.115,,WJG,17.2,26.8,Small
2223,496,ave,HOFI,7/3/2018,https://www.inaturalist.org/observations/19043836,y,33.0724,-117.221,,WJG,17.2,26.8,Small
2224,497,ave,HOFI,2/2/2022,https://www.inaturalist.org/observations/106072748,y,38.48827,-89.9126,One observation but 2 prey items,WJG,17.2,26.8,Small
2225,498,ave,HOFI,6/6/2013,https://www.inaturalist.org/observations/41806200,y,34.08844,-118.115,,Jenna Waldeck/DJM,17.2,26.8,Small
2226,499,ave,HOFI,2/4/2021,https://www.inaturalist.org/observations/80829699,y,46.7206,-117.168,,WJG,17.2,26.8,Small
2227,500,ave,HOFI,5/31/2022,https://www.inaturalist.org/observations/119632098,y,35.8958,-78.7634,"beak proportions, shape, head color",DJM,17.2,26.8,Small
2228,501,ave,HOFI,6/15/2022,https://www.inaturalist.org/observations/121919044,y,38.57801,-121.459,young fledgling; consulted eBird,DJM,17.2,26.8,Small
2229,502,ave,HOFI,10/5/2020,https://www.inaturalist.org/observations/65437669,y,40.00721,-105.256,notes say sparrow ,Jenna Waldeck,17.2,26.8,Small
2230,503,ave,HOFI,3/1/2020,https://www.inaturalist.org/observations/107553147,y,32.24512,-111.101,Cool pic,WJG,17.2,26.8,Small
2231,504,ave,HOFI,6/15/2015,http://www.inaturalist.org/observations/2549579,y,37.35411,-121.955,"Prey not dead yet, but well on its way",WJG,17.2,26.8,Small
2232,505,ave,HOFI,4/5/2021,https://www.inaturalist.org/observations/73039161,y,37.08034,-76.5153,"Will: HOSP, DJ: HOFI",WJG,17.2,26.8,Small
2233,506,ave,HOME,1/6/2022,https://www.inaturalist.org/observations/104822643,y,39.24896,-76.5926,ID by DJ,Madeline,494,515,Large
2234,507,ave,HOSP,12/13/2018,https://www.inaturalist.org/observations/19072329,y,40.08955,-83.1068,,WJG,20,33,Small
2235,508,ave,HOSP,8/12/2016,https://www.inaturalist.org/observations/141824510,y,41.88355,-88.2956,ID by WJG,Madeline,20,33,Small
2236,509,ave,HOSP,3/24/2021,https://www.inaturalist.org/observations/71991544,y,35.6454,-118.36,,WJG,20,33,Small
2237,510,ave,HOSP,9/30/2021,https://www.inaturalist.org/observations/96697369,y,39.37221,-104.856,Small bird,WJG,20,33,Small
2238,511,ave,HOSP,2/15/2016,http://www.inaturalist.org/observations/2817749,y,37.51286,-77.6783,,WJG,20,33,Small
2239,512,ave,HOSP,2/3/2018,https://www.inaturalist.org/observations/10113098,y,42.46856,-71.0761,,WJG,20,33,Small
2240,513,ave,HOSP,3/14/2023,https://www.inaturalist.org/observations/151136857,y,33.70004,-117.343,,Madeline,20,33,Small
2241,514,ave,HOSP,12/31/2021,https://www.inaturalist.org/observations/104047971,y,44.93049,-93.2321,,Madeline,20,33,Small
2242,515,ave,HOSP,5/31/2023,https://www.inaturalist.org/observations/165656008,y,45.7797,-108.569,,DJM,20,33,Small
2243,516,ave,HOSP,8/27/2021,https://www.inaturalist.org/observations/93165448,y,29.97315,-95.5703,Brutal pics,WJG,20,33,Small
2244,517,ave,HOSP,5/1/2022,https://www.inaturalist.org/observations/114496445,y,32.84453,-117.193,,WJG,20,33,Small
2245,518,ave,HOSP,10/30/2017,https://www.inaturalist.org/observations/8759877,y,39.45955,-74.4356,,WJG,20,33,Small
2246,519,ave,HOSP,8/15/2023,https://www.inaturalist.org/observations/179494758,y,34.11843,-118.3,,WJG,20,33,Small
2247,520,ave,HOSP,3/21/2021,https://www.inaturalist.org/observations/71753009,y,39.08399,-76.7002,,WJG,20,33,Small
2248,521,ave,HOSP,4/1/2022,https://www.inaturalist.org/observations/110121881,y,39.93507,-85.967,great pic,DJM,20,33,Small
2249,522,ave,HOSP,6/18/2021,https://www.inaturalist.org/observations/88341873,y,32.65595,-96.9196,,DJM,20,33,Small
2250,523,ave,HOSP,4/1/2023,https://www.inaturalist.org/observations/153112729,y,42.65969,-70.6005,,Madeline,20,33,Small
2251,524,ave,HOSP,11/19/2015,https://www.inaturalist.org/observations/14220139,y,43.04726,-87.9957,,WJG,20,33,Small
2252,525,ave,HOSP,12/22/2021,https://www.inaturalist.org/observations/103481236,y,43.19886,-89.2315,ID by DJM,Madeline,20,33,Small
2253,526,ave,HOSP,8/29/2022,https://www.inaturalist.org/observations/144633905,y,32.75478,-117.239,cool pic,WJG,20,33,Small
2254,527,ave,HOSP,4/2/2020,https://www.inaturalist.org/observations/41254221,y,39.18218,-119.749,,DJM,20,33,Small
2255,528,ave,HOSP,11/4/2014,http://www.inaturalist.org/observations/1056030,y,29.04259,-95.4199,,WJG,20,33,Small
2256,529,ave,HOSP,11/21/2018,https://www.inaturalist.org/observations/19576506,y,42.37362,-71.1097,"Notes say HOSP, but pretty mangled",WJG,20,33,Small
2257,530,ave,HOSP,6/18/2021,https://www.inaturalist.org/observations/84741034,y,32.65595,-96.9196,,DJM,20,33,Small
2258,531,ave,HOSP,4/30/2021,https://www.inaturalist.org/observations/76130085,y,39.62026,-84.1679,,WJG,20,33,Small
2259,532,ave,HOSP,4/7/2019,https://www.inaturalist.org/observations/22186058,y,34.11563,-117.715,desc says HOFI but looks like HOSP to me,DJM,20,33,Small
2260,533,ave,HOSP,1/8/2022,https://www.inaturalist.org/observations/104607021,y,40.82276,-96.6378,ID by DJM,Madeline,20,33,Small
2261,534,ave,HOSP,8/10/2021,https://www.inaturalist.org/observations/94442002,y,39.1956,-85.9632,,WJG,20,33,Small
2262,535,ave,HOSP,8/28/2021,https://www.inaturalist.org/observations/102557843,y,43.87011,-116.513,cool pic,DJM,20,33,Small
2263,536,ave,HOSP,9/8/2020,https://www.inaturalist.org/observations/61332243,y,38.01337,-85.5406,,Jenna Waldeck/WG,20,33,Small
2264,537,ave,HOSP,1/29/2022,https://www.inaturalist.org/observations/105876587,y,43.08247,-89.3808,brutal pics!,WJG,20,33,Small
2265,538,ave,HOSP,7/23/2019,https://www.inaturalist.org/observations/29395811,y,39.93464,-105.104,,WJG,20,33,Small
2266,539,ave,HOSP,5/26/2021,https://www.inaturalist.org/observations/80395275,y,30.53984,-97.8421,I see what may be tan supercilliums,WJG,20,33,Small
2267,540,ave,HOSP,7/12/2019,https://www.inaturalist.org/observations/28711916,y,32.87407,-117.05,,WJG,20,33,Small
2268,541,ave,HOSP,11/28/2009,https://www.inaturalist.org/observations/9200815,y,39.62445,-86.1104,,WJG,20,33,Small
2269,542,ave,HOSP,3/4/2019,https://www.inaturalist.org/observations/20944170,y,42.47501,-83.1032,,DJM,20,33,Small
2270,543,ave,HOSP,9/2/2022,https://www.inaturalist.org/observations/133331663,y,32.75477,-117.242,,DJM,20,33,Small
2271,544,ave,HOSP,2/26/2023,https://www.inaturalist.org/observations/149763307,y,40.65872,-73.9677,,WJG,20,33,Small
2272,545,ave,HOSP,4/30/2023,https://www.inaturalist.org/observations/159408390,y,30.34355,-91.1128,likely fledgling,WJG,20,33,Small
2273,546,ave,HOSP,5/2/2022,https://www.inaturalist.org/observations/116234637,y,34.03438,-118.314,female type. Buff supercillium visible,DJM,20,33,Small
2274,547,ave,HOSP,1/2/2020,https://www.inaturalist.org/observations/37205804,y,33.96343,-118.364,male (ID: DJM),WJG,20,33,Small
2275,548,ave,HOSP,7/1/2021,https://www.inaturalist.org/observations/85220274,y,44.09787,-123.045,,DJM,20,33,Small
